Club,Ball,Club Speed,Attack Angle,Club Path,Low Point,Swing Plane,Swing Direction,Dyn. Loft,Face Angle,Face To Path,Ball Speed,Smash Factor,Launch Angle,Launch Direction,Spin Rate,Spin Axis,Impact Height,Impact Offset,Spin_Loft,V_Loft,Gear_Factor
9 Iron,Standard,66.113,-4.874,0.693,-2.007,46.626,1.91,38.2,-0.613,-0.043,85.398,1.292,26.556,-0.618,8235.786107294216,-0.0974104443986497,-1.909,-0.737,43.074000000000005,3678.433452,-82.228266
9 Iron,Standard,56.833,-4.86,0.082,-1.44,57.105,1.09,37.577,2.019,-0.104,73.658,1.296,26.08,-0.318,8065.818948830097,0.9382604012642638,-1.225,-4.771,42.437,3125.824546,-51.985325
9 Iron,Practice,65.28,-6.138,-3.112,-1.547,46.708,-1.72,35.007,0.611,-0.858,83.238,1.275,24.302,-0.201,7442.65246607901,-0.570338131200501,-1.761,-3.54,41.144999999999996,3424.8275099999996,-72.45634499999998
9 Iron,Premium,52.385,-5.529,0.352,-0.694,49.571,1.249,38.975,1.594,-0.135,66.333,1.266,27.368,1.918,8730.682612836974,-0.6931407239784673,-0.979,2.206,44.504000000000005,2952.0838320000003,-43.569416000000004
9 Iron,Premium,68.522,-7.19,-0.655,-1.122,48.893,1.984,38.916,2.057,-0.408,87.803,1.281,26.292,0.57,8585.177866467535,-1.172116606510036,2.257,2.25,46.105999999999995,4048.2451179999994,104.061242
9 Iron,Tour,63.895,-3.958,0.372,-1.706,45.44,3.874,34.822,0.754,1.042,81.765,1.28,24.843,-1.405,7553.5558808549,1.4886046027581383,1.712,1.147,38.78,3170.8467,66.39136
9 Iron,Tour,76.871,-5.522,1.113,-0.812,52.927,-3.286,36.615,0.933,-0.058,97.652,1.27,24.752,2.204,9245.04317376773,-0.1078627092706026,-0.321,-0.696,42.137,4114.762324,-13.525977000000001
9 Iron,Standard,75.532,-5.129,-0.529,-1.282,46.778,0.573,37.212,0.352,0.768,97.276,1.288,25.745,0.217,8773.230336748135,1.2337834937566958,-0.825,-0.4,42.341,4118.763116,-34.931325
9 Iron,Premium,81.015,-4.644,0.098,-1.487,49.374,-1.732,33.695,-1.763,0.194,101.242,1.25,24.087,1.917,8304.212470463643,-0.5924276336879926,-0.346,5.011,38.339,3881.517038,-13.265293999999999
9 Iron,Standard,75.455,-6.663,2.185,-0.639,53.555,-0.169,36.841,-3.282,0.791,96.295,1.276,24.763,-2.644,7722.278379638052,1.4229471497169663,2.998,-1.368,43.504000000000005,4189.217680000001,130.42499200000003
9 Iron,Premium,66.675,-4.119,0.55,-2.03,54.269,2.909,38.696,-1.712,0.726,86.023,1.29,27.068,-1.372,7874.619275065815,0.1848879719526698,3.429,4.684,42.815,3683.0747449999994,146.81263499999997
9 Iron,Premium,83.301,-6.184,3.416,-1.04,55.769,0.999,35.593,0.782,-0.863,104.26,1.252,24.417,1.846,8253.60770651138,-1.3648579761345483,5.025,0.755,41.777,4355.6700200000005,209.929425
9 Iron,Practice,68.212,-5.752,2.616,-1.304,58.584,1.064,37.369,0.269,0.145,86.841,1.273,25.256,0.553,7901.984744341308,0.1192957243775507,-3.28,0.463,43.121,3744.670761,-141.43688
9 Iron,Tour,57.512,-5.75,-0.715,-1.648,49.218,2.934,39.137,1.136,0.822,74.216,1.29,27.668,-0.559,8293.74681777922,1.1498313694141733,4.344,-0.213,44.887,3331.333592,194.98912800000002
9 Iron,Premium,53.161,-5.762,-0.472,0.275,52.675,3.647,37.797,-0.345,1.023,68.141,1.282,26.274,-1.436,8183.771656543574,0.9269352730377202,2.174,2.038,43.559,2968.153819,94.69726599999998
9 Iron,Standard,53.289,-5.169,-1.364,-0.519,48.946,-1.029,38.17,-1.06,-1.337,66.14,1.241,26.202,1.937,7485.383123429588,-2.181298181910094,4.668,1.001,43.339,2866.44146,202.306452
9 Iron,Practice,55.689,-6.906,-0.151,-2.558,51.893,-3.7,39.907,-1.719,-0.272,71.036,1.276,27.374,-0.046,7541.834184181389,0.224770021238862,4.292,-2.898,46.812999999999995,3325.4082679999997,200.92139599999996
9 Iron,Standard,57.543,-5.538,-1.55,-1.569,55.662,1.155,38.979,1.229,-0.119,75.393,1.31,26.502,-0.384,8265.21922832465,-0.8872874385235155,0.164,3.991,44.516999999999996,3356.270181,7.300788
9 Iron,Practice,64.738,-5.661,2.954,-1.309,55.325,-0.265,35.861,2.672,0.273,82.792,1.279,25.266,0.895,7336.450524327967,-0.3588637839101209,-0.681,4.143,41.522,3437.689424,-28.276482
9 Iron,Standard,68.976,-5.746,-1.2,-1.896,50.427,-0.874,37.028,-0.196,-3.033,87.557,1.269,25.166,-1.247,7918.731105126292,-4.809519857118675,0.547,1.68,42.774,3745.1631180000004,23.397378000000003
9 Iron,Practice,81.003,-4.277,-1.078,-1.756,52.832,0.448,36.433,-0.404,0.353,103.154,1.273,24.428,-0.945,8240.691278738826,0.412738928618251,-3.397,0.785,40.71,4199.39934,-138.29187
9 Iron,Premium,72.106,-4.742,-2.452,-0.615,49.571,1.035,37.15,3.218,0.216,91.23,1.265,27.229,1.372,7980.8835763312745,0.0707625853041858,1.278,0.626,41.891999999999996,3821.80716,53.53797599999999
9 Iron,Premium,58.05,-6.718,-0.283,-1.645,51.6,-1.216,35.917,1.353,-0.489,72.756,1.253,24.889,1.544,8310.846492539242,-0.1117940175094581,0.05,-3.726,42.635000000000005,3101.9520600000005,2.1317500000000003
9 Iron,Standard,66.833,-5.144,-0.758,-0.35,50.207,3.867,37.765,-1.708,-1.59,85.428,1.278,26.209,-0.648,8022.774275540355,-2.837853521438839,-0.575,2.777,42.909,3665.630052,-24.672674999999998
9 Iron,Premium,75.136,-5.852,1.784,-0.364,59.713,1.802,37.572,2.725,-1.051,96.938,1.29,25.458,-0.807,8878.683750219916,-2.0280434490171126,2.594,1.943,43.42400000000001,4209.435712,112.641856
9 Iron,Practice,75.171,-5.85,-1.098,-0.603,57.592,-0.938,36.112,0.457,-0.665,97.859,1.302,26.374,-0.879,8281.654707979233,-1.323682884519707,-1.921,1.644,41.962,4106.359358,-80.609002
9 Iron,Tour,74.541,-5.255,-1.223,-1.301,50.989,0.532,37.867,0.269,-0.026,97.121,1.303,25.817,-1.817,9212.201306298683,0.1531363055139176,1.253,-0.305,43.122,4188.051762,54.031865999999994
9 Iron,Practice,70.819,-4.151,-3.28,-0.734,57.81,-4.31,36.486,-0.691,-0.404,89.466,1.263,25.868,2.291,6830.429672304816,0.3077804523074988,2.796,-4.678,40.637,3635.629842,113.62105199999999
9 Iron,Practice,64.448,-4.373,-0.007,-1.629,53.136,0.156,35.933,-0.692,0.403,82.372,1.278,24.847,-0.206,7324.365389922648,0.3115390483468749,-2.099,1.884,40.306,3320.0858319999998,-84.602294
9 Iron,Tour,71.938,-6.909,-0.992,-0.98,48.181,1.285,36.906,1.492,0.581,92.135,1.281,24.93,1.352,8051.62746827407,0.3992284173225165,4.708,2.411,43.815,4036.895025,206.28101999999998
9 Iron,Standard,77.953,-6.166,0.006,-1.347,54.629,3.997,37.602,-1.047,0.49,100.407,1.288,26.554,-0.376,8587.046880536582,0.8280731236090446,2.295,-0.164,43.768,4394.613576,100.44756
9 Iron,Premium,57.565,-5.598,1.446,-1.75,48.599,-0.699,39.587,3.076,0.372,73.693,1.28,28.369,0.445,9409.340316378039,1.039903933168569,-5.293,-2.292,45.185,3329.818205,-239.164205
9 Iron,Premium,83.041,-7.057,-2.513,-0.541,52.58,-0.895,36.266,-1.356,0.231,106.727,1.285,24.929,-0.18,9390.42634736609,-0.3722439427283673,-1.07,4.073,43.323,4623.733821,-46.355610000000006
9 Iron,Practice,58.646,-6.167,2.834,-2.557,55.656,-2.647,37.229,-0.052,-0.277,74.003,1.262,26.957,0.884,7976.141831558717,0.2136119350499247,-3.942,-2.252,43.396,3211.434188,-171.067032
9 Iron,Tour,76.439,-5.355,0.231,-1.293,51.055,2.194,37.697,-2.628,-0.608,96.891,1.268,26.446,0.655,8623.91919673243,-1.0262903266525794,-0.748,1.134,43.05200000000001,4171.351332000001,-32.202896
9 Iron,Tour,77.513,-6.146,2.07,-2.132,47.101,0.168,35.801,1.384,-0.164,100.314,1.294,25.14,-2.283,8572.439474149658,0.4116755090676657,4.174,-3.161,41.947,4207.871358,175.08677800000004
9 Iron,Premium,73.464,-4.357,-3.127,-1.25,52.757,3.803,37.74,1.862,-0.661,93.788,1.277,25.769,0.46,8354.470042453406,-1.462808094788639,-1.197,1.53,42.097,3948.193436,-50.390109
9 Iron,Standard,74.793,-6.873,-1.608,-1.054,52.36,0.152,37.891,-0.977,1.476,97.493,1.304,25.76,-0.49,8774.220317283958,2.0231388226207345,2.366,0.13,44.763999999999996,4364.176651999999,105.91162399999999
9 Iron,Practice,71.343,-5.165,0.961,-1.736,49.189,-1.108,37.303,-1.191,-0.915,90.848,1.273,25.561,3.098,7216.1114029039245,-1.664482583755659,1.823,1.339,42.467999999999996,3858.1328639999997,77.419164
9 Iron,Standard,77.229,-6.068,0.101,1.753,49.635,-0.964,36.922,-1.13,-0.854,98.055,1.27,25.391,1.228,9238.49807147073,-1.5721134859391634,-3.445,0.817,42.989999999999995,4215.38445,-148.10054999999997
9 Iron,Standard,83.557,-6.415,-0.988,0.299,43.829,0.58,35.288,0.744,0.842,105.365,1.261,24.217,-0.081,8779.011963486526,0.8754607671433661,-1.624,2.377,41.702999999999996,4394.036595,-67.725672
9 Iron,Tour,73.12,-5.959,0.723,-0.612,54.259,-1.23,36.301,1.231,0.572,95.308,1.303,24.749,-0.659,8911.534189631617,0.7946227335657705,-4.456,0.859,42.260000000000005,4027.7160800000006,-188.31056000000004
9 Iron,Premium,54.913,-5.366,0.173,0.001,50.445,0.583,39.076,-0.125,0.234,70.097,1.277,27.523,3.238,8427.993242582714,0.7040197082593759,1.375,-1.907,44.442,3115.250874,61.10775
9 Iron,Practice,73.729,-5.745,1.423,-1.074,46.621,0.139,37.486,0.889,-2.273,94.923,1.287,26.066,-0.204,7915.571124663177,-3.1089225581031403,-3.112,-1.002,43.230999999999995,4103.616212999999,-134.53487199999998
9 Iron,Tour,67.089,-4.606,1.323,-2.065,51.508,1.635,37.569,-2.294,-0.02,84.505,1.26,26.094,1.21,8945.508352917966,-0.7637016679005177,-4.443,4.047,42.175000000000004,3563.998375,-187.383525
9 Iron,Tour,52.435,-7.087,0.92,-2.22,57.658,3.894,39.687,0.411,1.821,67.696,1.291,27.226,1.411,9134.52846583487,2.359852227237254,0.41,0.903,46.774,3166.412704,19.17734
9 Iron,Standard,59.971,-6.267,1.042,-0.522,51.932,2.916,37.703,0.169,-0.217,76.588,1.277,25.712,-2.124,7679.089707038228,-0.4359134762683062,4.07,-0.289,43.970000000000006,3367.57436,178.95790000000002
9 Iron,Practice,68.957,-4.041,-0.533,-1.616,50.235,3.322,37.509,-0.684,-0.797,88.115,1.278,27.532,1.04,7055.608055707127,-1.943575963792505,1.968,3.695,41.55,3661.1782499999995,81.7704
9 Iron,Premium,73.071,-5.527,-0.602,0.169,52.127,-1.362,34.263,-0.105,-1.484,94.818,1.298,24.463,0.484,7455.2075632799615,-2.007385355644973,2.55,-0.901,39.79,3772.80822,101.46449999999999
9 Iron,Standard,69.7,-6.128,0.728,-0.866,52.67,1.715,36.704,-0.755,0.97,88.63,1.272,25.676,2.571,7497.692383927328,2.2093427397597787,3.949,-3.895,42.832,3796.20016,169.143568
9 Iron,Premium,58.577,-5.125,-1.867,-0.903,48.525,3.326,39.457,-0.608,0.79,73.938,1.262,27.421,0.56,8053.396599741287,2.142950821456063,4.55,-4.683,44.582,3296.3039160000003,202.8481
9 Iron,Premium,80.778,-3.78,-3.384,-2.695,54.709,-0.001,37.253,2.222,0.368,104.918,1.299,26.316,-1.805,8985.533905274246,-0.8125918540584727,-1.271,6.588,41.033,4305.100294000001,-52.152943
9 Iron,Tour,57.792,-5.848,-1.948,-0.166,51.741,3.376,38.734,0.506,-0.555,73.942,1.279,26.682,-0.225,8027.510834091965,-0.464327465933642,6.031,-1.842,44.582,3296.482244,268.874042
9 Iron,Tour,65.636,-5.704,0.047,-0.96,46.283,2.074,36.249,-0.811,0.371,80.927,1.233,25.044,0.468,8141.147831784891,1.3602581280067705,1.394,-4.12,41.953,3395.1304310000005,58.482482
9 Iron,Practice,65.997,-5.224,-0.087,-1.069,56.666,-1.068,36.222,2.591,-0.03,83.372,1.263,24.755,-0.54,7092.999397246777,0.0586301212775764,1.574,-0.48,41.446,3455.435912,65.236004
9 Iron,Tour,79.13,-4.733,-1.196,-1.922,48.968,-0.08,33.595,0.851,2.359,102.238,1.292,23.383,-0.459,8241.867031629816,3.2043095429975263,1.582,3.314,38.327999999999996,3918.5780639999994,60.634896
9 Iron,Standard,83.413,-4.869,1.094,-1.204,50.23,-2.584,36.382,2.469,-0.417,106.676,1.279,24.939,-0.514,8554.964475364744,-0.6440137216377846,-0.677,0.832,41.251,4400.491676,-27.926927
9 Iron,Premium,52.882,-6.474,-1.927,-1.483,53.279,-3.332,39.57,-2.728,-0.265,68.418,1.294,27.887,-0.433,8503.939965167263,-0.3629017592824611,2.718,0.328,46.044,3150.238392,125.14759199999999
9 Iron,Practice,78.831,-4.709,-1.03,-1.608,56.985,0.501,35.254,1.661,0.226,101.029,1.282,23.815,0.198,7182.502720433609,0.2660749368302136,4.386,1.161,39.962999999999994,4037.4219269999994,175.27771799999996
9 Iron,Premium,70.403,-4.924,0.776,-1.448,50.375,1.07,35.527,-0.871,-0.716,89.873,1.277,24.506,-0.227,7250.041834105497,-1.7122044375494596,5.709,2.779,40.451,3635.4527230000003,230.93475899999999
9 Iron,Premium,74.4,-6.098,0.016,-0.492,54.735,2.621,35.609,-0.521,0.336,95.714,1.286,25.206,0.684,7548.675312082786,0.667569837850159,4.608,-0.887,41.707,3991.943798,192.185856
9 Iron,Tour,80.195,-5.545,1.875,-1.234,52.267,-1.281,34.153,1.769,0.308,102.915,1.283,23.35,1.042,8604.21207906406,0.6875153012934948,0.932,-1.023,39.698,4085.51967,36.998536
9 Iron,Tour,71.837,-5.527,-1.351,-0.788,50.642,1.059,37.493,-0.461,0.82,89.617,1.247,26.145,1.001,8671.508197891324,1.0457447726453828,-1.322,0.124,43.02,3855.3233400000004,-56.872440000000005
9 Iron,Practice,60.645,-3.931,1.466,-1.625,55.756,1.255,35.289,-5.607,-1.01,78.745,1.298,25.069,1.794,6429.447561073832,-1.1169209169473957,4.696,-1.683,39.22,3088.3789,184.17711999999997
9 Iron,Tour,62.124,-5.312,-0.477,-1.134,52.183,1.991,38.777,-4.493,-0.775,80.132,1.29,27.155,-0.884,8980.928581864206,-1.6366289309663602,-2.166,2.685,44.089,3532.9397480000002,-95.49677399999999
9 Iron,Practice,55.011,-5.996,0.975,-1.513,52.608,0.413,37.519,1.171,0.757,71.124,1.293,26.417,-1.561,7041.009438535268,1.4741530599308263,4.824,-1.636,43.515,3094.9608599999997,209.91636
9 Iron,Tour,81.367,-5.793,-2.294,-2.546,47.061,1.31,36.981,-0.862,-1.337,105.415,1.296,25.727,0.787,9522.694244328579,-1.1333305038599737,-1.479,-3.693,42.774,4509.021210000001,-63.26274600000001
9 Iron,Practice,76.671,-5.32,-1.294,-1.418,56.125,1.045,35.196,3.333,0.888,99.433,1.297,25.037,0.693,7556.107337726797,2.130704302903696,2.262,-3.381,40.516,4028.6274280000002,91.64719199999999
9 Iron,Practice,68.132,-7.282,0.02,-1.092,54.511,2.247,37.534,1.156,0.807,86.466,1.269,26.598,-3.266,7802.145252653462,1.2909876037325612,-0.226,0.486,44.816,3875.0602559999998,-10.128416000000001
9 Iron,Premium,80.712,-5.264,0.833,-0.557,54.103,-0.418,36.547,-0.217,-0.151,104.61,1.296,25.445,-1.193,8392.079938716952,0.3924756411743342,4.063,-2.872,41.811,4373.84871,169.87809299999998
9 Iron,Standard,70.324,-5.384,0.69,-2.496,56.072,2.344,35.633,-2.384,-1.591,90.823,1.291,25.175,-0.79,7296.558797509786,-1.0277300354528869,3.449,-6.513,41.017,3725.286991,141.467633
9 Iron,Tour,71.679,-5.706,-0.855,-0.179,52.012,-3.403,37.486,2.362,-0.106,93.347,1.302,26.003,-0.208,8619.720316857984,-0.2809955339460493,-0.769,0.438,43.192,4031.8436239999996,-33.214648000000004
9 Iron,Premium,82.705,-5.91,1.622,-0.685,56.722,-0.561,35.528,-0.173,-0.171,105.899,1.28,25.515,-0.18,8709.450227604551,0.2264658064191135,1.124,-1.84,41.438,4388.242762,46.57631200000001
9 Iron,Standard,58.824,-4.912,-3.064,-1.489,48.635,-0.347,38.289,1.548,0.526,75.88,1.29,25.862,-1.868,8688.742145099395,0.4219364424974322,-5.411,1.0,43.201,3278.09188,-233.76061099999998
9 Iron,Premium,55.749,-4.649,0.868,-1.042,49.789,0.847,34.598,-0.168,-2.003,71.39,1.281,23.116,0.796,7662.037257607272,-3.7537001124345504,0.497,2.833,39.247,2801.84333,19.505759
9 Iron,Standard,72.807,-5.712,-1.667,-2.593,49.756,0.011,37.658,0.729,-0.064,95.282,1.309,26.417,-1.657,7728.457484982337,-0.1136485504377675,2.562,0.299,43.370000000000005,4132.380340000001,111.11394
9 Iron,Premium,76.509,-6.727,-0.425,-0.351,54.468,-2.57,35.857,1.842,1.642,99.062,1.295,23.808,-0.793,8385.340310114814,1.7182789570538934,5.387,3.438,42.584,4218.4562080000005,229.40000799999999
9 Iron,Standard,73.83,-5.339,-0.079,-2.167,53.497,2.857,38.662,-0.751,1.33,94.006,1.273,26.457,0.43,8911.510589233798,0.8698080585083192,-6.294,5.309,44.001,4136.3580059999995,-276.94229399999995
9 Iron,Practice,78.024,-5.282,0.191,-1.01,50.714,1.477,36.674,-0.416,0.375,98.932,1.268,24.729,1.337,7543.585844383214,-0.4168511131516446,4.35,3.67,41.956,4150.790992,182.5086
9 Iron,Standard,58.651,-4.942,3.677,-0.846,47.219,3.169,37.993,3.014,-0.058,75.875,1.294,26.867,-0.922,8599.567174491545,-1.2879775789922785,-4.719,6.115,42.935,3257.6931250000002,-202.61026500000003
9 Iron,Standard,79.448,-5.009,-0.576,-1.705,50.654,-2.457,35.001,-0.538,0.024,103.773,1.306,23.959,-2.832,7926.592790532947,-0.4446893203166926,2.32,2.055,40.01,4151.95773,92.82319999999999
9 Iron,Tour,62.734,-7.168,0.357,-1.529,50.864,1.864,36.072,0.34,0.256,80.309,1.28,23.812,-2.479,8367.650922143894,0.7407780723963324,1.503,-1.378,43.24,3472.56116,64.98971999999999
9 Iron,Premium,69.721,-4.854,0.55,-1.042,55.142,1.054,38.014,-1.537,0.369,90.186,1.294,26.354,-0.431,9120.445360346686,1.3596092947210954,-6.203,-4.107,42.868,3866.0934480000005,-265.910204
9 Iron,Tour,60.985,-5.217,-0.579,-1.829,51.504,0.6,38.036,-1.469,1.093,78.075,1.28,26.76,0.906,8575.03856752903,1.476738789674075,-0.031,0.824,43.253,3376.9779750000002,-1.340843
9 Iron,Standard,52.927,-5.07,-0.393,-1.149,52.27,2.765,37.093,-0.938,1.402,68.21,1.289,26.01,1.551,8330.13017448643,2.976027099054562,-3.88,-4.015,42.163000000000004,2875.93823,-163.59244
9 Iron,Premium,73.471,-4.969,-0.804,-0.775,51.19,-1.249,37.503,-0.033,-0.771,93.819,1.277,26.207,2.897,8994.025430827145,-1.0691659179434396,-5.811,0.008,42.472,3984.680568,-246.804792
9 Iron,Premium,68.324,-5.244,-2.47,-0.533,50.082,-1.826,36.048,-0.244,-0.195,87.535,1.281,25.002,-1.201,8774.244667670875,-1.514183252599552,-5.81,5.642,41.292,3614.49522,-239.90652
9 Iron,Standard,61.728,-3.459,-1.408,-1.761,54.33,-0.877,38.356,-1.09,0.101,78.139,1.266,26.159,0.37,8144.5158933047405,-1.0097436891593334,-2.801,4.604,41.815000000000005,3267.382285,-117.12381500000002
9 Iron,Tour,77.324,-6.626,-0.419,-1.52,54.648,0.74,34.238,0.163,-0.009,98.633,1.276,23.78,2.273,9015.101519719708,0.0393018078768205,-0.579,0.143,40.864,4030.5389119999995,-23.660255999999997
9 Iron,Tour,53.271,-5.223,1.301,0.062,56.968,-1.354,38.101,1.333,0.264,67.163,1.261,26.958,-4.088,8953.236831985469,0.113050146533581,-2.68,1.135,43.324,2909.7698119999995,-116.10832
9 Iron,Premium,61.095,-6.734,-1.054,-1.797,54.377,-0.834,36.978,0.686,-0.642,77.27,1.265,25.521,-1.677,8669.147116576889,-1.340377374220553,-1.851,1.548,43.712,3377.62624,-80.91091200000001
9 Iron,Premium,62.134,-5.645,-0.992,-0.352,48.417,2.603,37.398,-3.42,1.184,78.194,1.258,25.907,1.553,8147.752465361601,2.1291658963994933,1.447,-2.743,43.043000000000006,3365.7043420000005,62.28322100000001
9 Iron,Standard,52.484,-6.762,-0.396,-0.834,45.675,-1.986,39.841,0.229,-0.307,66.641,1.27,28.99,0.749,8233.305949575353,-0.3822247375409784,2.929,0.199,46.603,3105.6705230000002,136.50018699999998
9 Iron,Premium,56.437,-4.697,0.235,-0.736,51.118,-1.272,37.816,-2.151,-1.705,71.217,1.262,26.556,1.348,8395.615209724958,-3.005837315821149,-1.094,2.166,42.513000000000005,3027.648321,-46.50922200000001
9 Iron,Standard,59.072,-4.598,-1.064,-1.676,55.541,2.262,38.426,0.75,-0.33,76.116,1.289,27.113,-0.339,7426.157160108948,-0.3566336931701599,4.573,-0.162,43.024,3274.814784,196.74875200000002
9 Iron,Standard,74.147,-5.459,-1.154,-0.447,58.043,-0.773,37.732,0.588,-1.181,94.694,1.277,25.37,-1.872,8328.013617512072,-1.2807807667866813,-2.233,-1.252,43.191,4089.9285540000005,-96.44550300000002
9 Iron,Tour,72.406,-3.709,0.055,-2.017,54.002,-0.649,36.68,1.028,-2.182,92.526,1.278,25.351,-0.185,8000.8823000403645,-3.590798609045476,0.442,1.519,40.389,3737.032614,17.851938
9 Iron,Practice,75.543,-5.576,1.028,-1.793,47.293,1.681,35.621,-2.24,-1.212,95.269,1.261,25.25,-0.024,7436.93072851558,-1.1439260561279392,-2.03,-4.035,41.197,3924.7969930000004,-83.62991
9 Iron,Standard,78.036,-4.447,1.847,-1.061,56.495,0.451,35.916,3.587,-0.157,100.187,1.284,25.152,2.329,8542.435444042068,-0.3399011051049029,-1.895,0.178,40.363,4043.8478809999997,-76.487885
9 Iron,Practice,74.133,-5.615,-0.069,-1.091,57.07,-0.432,37.119,-0.929,-0.864,96.238,1.298,25.215,0.386,7530.759897661676,-1.69374639602381,-0.505,1.464,42.734,4112.6346920000005,-21.58067
9 Iron,Tour,58.002,-4.238,-0.721,-0.542,58.07,-5.699,37.961,1.231,1.426,74.467,1.284,26.399,-1.475,8168.3844369398985,1.974406796069146,1.64,0.43,42.199,3142.4329329999996,69.20635999999999
9 Iron,Standard,60.411,-5.841,0.788,-0.141,46.055,-1.083,35.592,-0.845,1.424,79.059,1.309,25.183,2.334,7641.1858573457675,1.368805595679139,1.072,4.117,41.433,3275.651547,44.416176
9 Iron,Standard,65.122,-6.066,0.188,-0.902,53.425,-0.605,38.033,-1.709,0.893,83.519,1.282,25.929,1.956,8150.905334738999,0.7935789822977705,0.285,2.908,44.099000000000004,3683.1043810000006,12.568215
9 Iron,Standard,64.793,-6.023,-1.373,-1.094,56.399,-1.448,37.002,0.035,0.216,82.75,1.277,26.298,-1.491,7859.65541089579,0.8445383352430392,1.145,-1.792,43.025000000000006,3560.3187500000004,49.263625000000005
9 Iron,Standard,81.943,-4.932,-0.107,-0.103,50.042,0.211,34.412,-1.518,0.198,104.475,1.275,23.662,-0.965,9119.17173948582,0.6223529167136991,-8.302,-2.401,39.344,4110.4644,-326.633888
9 Iron,Tour,64.83,-5.923,-2.388,-3.515,51.771,-1.254,34.708,-0.089,0.208,84.383,1.302,24.308,-0.997,8178.219038706044,-0.2702977535178659,-0.72,2.735,40.631,3428.565673,-29.25432
9 Iron,Tour,64.297,-5.82,1.974,-1.077,54.143,0.421,37.459,-0.814,0.18,83.216,1.294,26.209,-1.779,7731.47459265307,0.0173867112777705,6.422,1.35,43.279,3601.505264,277.937738
9 Iron,Tour,55.783,-4.458,-0.628,-1.427,53.508,1.369,37.996,1.187,0.403,72.524,1.3,26.773,1.053,8148.810813628952,0.8486557243123654,2.092,-2.164,42.454,3078.933896,88.81376800000001
9 Iron,Tour,59.906,-5.657,1.711,-2.177,55.535,2.418,39.018,0.483,0.584,77.551,1.295,26.321,1.926,9248.185494034164,1.5201328950267836,-2.907,-2.774,44.675,3464.590925,-129.870225
9 Iron,Tour,67.05,-5.973,-0.59,-0.597,51.323,0.196,36.527,-1.565,0.62,85.201,1.271,25.637,1.71,8187.1793293483115,0.8019839885280731,1.742,0.305,42.5,3621.0424999999996,74.035
9 Iron,Practice,54.004,-5.077,0.055,-1.32,54.214,0.769,37.415,-1.645,-0.326,69.883,1.294,24.87,-1.197,6790.3158112252195,-1.149198330441487,5.538,3.085,42.492,2969.4684359999997,235.320696
9 Iron,Tour,62.215,-5.091,-1.478,0.022,49.121,-4.07,36.366,-2.702,-2.254,79.635,1.28,25.375,1.248,8243.218293316568,-2.5427021439443056,0.067,-3.981,41.457,3301.4281950000004,2.777619
9 Iron,Practice,69.097,-5.952,1.436,-0.9,51.897,1.252,35.554,0.119,0.377,88.631,1.283,24.749,-1.982,7232.5310042286155,2.2716393102716155,0.269,-7.829,41.506,3678.718286,11.165114
9 Iron,Tour,79.544,-5.634,-0.769,-2.546,53.681,2.537,36.13,0.118,-1.526,102.703,1.291,24.269,0.913,8688.571803406063,-3.8155022264641687,3.276,6.995,41.764,4289.288092000001,136.818864
9 Iron,Standard,53.76,-6.391,3.722,-2.254,54.41,-1.04,38.588,0.855,-0.433,69.328,1.29,27.124,-0.376,8174.203292199147,-0.2090645035773617,1.297,-2.736,44.979,3118.3041120000003,58.337762999999995
9 Iron,Practice,52.16,-6.067,-3.082,-0.038,62.205,-2.353,37.199,-0.59,1.706,67.317,1.291,25.544,2.227,7077.99786910139,2.2478481157507724,4.032,1.587,43.266,2912.5373219999997,174.448512
9 Iron,Standard,72.109,-5.396,1.412,-0.683,56.003,0.324,36.43,1.749,0.806,91.65,1.271,24.879,-1.543,8129.959082499094,1.467802116590658,-3.017,-0.664,41.826,3833.3529000000003,-126.189042
9 Iron,Premium,57.861,-6.271,-0.117,-0.92,48.1,1.869,36.538,0.118,-2.342,72.778,1.258,24.697,-1.988,7683.12026109097,-2.833957588132653,5.059,-3.441,42.809,3115.553402,216.570731
9 Iron,Tour,70.602,-5.364,-0.477,0.047,54.644,-1.79,38.062,-0.442,-2.331,90.319,1.279,26.531,-0.487,8269.857946822114,-3.5741752995020937,2.396,1.095,43.425999999999995,3922.192894,104.04869599999998
9 Iron,Tour,53.447,-5.985,1.151,-1.604,52.993,-1.44,40.299,-1.401,-0.358,68.066,1.274,28.001,-1.125,9333.836306663543,-0.4820797837604433,-1.794,0.062,46.284,3150.366744,-83.033496
9 Iron,Standard,55.355,-5.92,1.728,0.235,51.957,-1.793,37.364,0.058,-0.701,69.542,1.256,25.897,-2.12,7426.287053890883,-0.7339521826760882,5.239,-0.774,43.284,3010.0559279999998,226.764876
9 Iron,Standard,75.848,-5.583,3.694,-2.868,48.113,-0.359,37.187,2.602,0.015,97.018,1.279,25.939,0.465,8541.520718629503,-0.2631243644089748,1.566,0.89,42.769999999999996,4149.45986,66.97782
9 Iron,Standard,56.599,-5.032,-2.276,-2.91,45.828,-1.077,37.316,0.669,1.92,73.574,1.3,25.435,-1.079,8365.560683130656,3.3392213496183354,-3.82,-1.781,42.348,3115.7117519999997,-161.76935999999998
9 Iron,Premium,53.575,-4.962,3.583,-1.056,58.056,-3.217,39.287,1.672,-1.361,68.781,1.284,27.933,-1.131,8042.510274498056,-2.30362358444805,4.123,1.641,44.248999999999995,3043.490469,182.438627
